TimeResultsWereReceived	MD5HashOfParticipantsIPAddress	ControllerName	ItemNumber	ElementNumber	Type	Group	WordNumber	Word	Alternative	WordOn	Correct	ReadingTimeToFirstAnswer	Sentence	TotalTimeToCorrectAnswer
1586864104	0	Maze	92	0	filler	65	7	the	wish	0	yes	664	The passer-by threw the cardboard box into the trash-can with great force.	664
1586864104	0	Maze	92	0	filler	65	8	trash-can	quarterly	1	yes	1436	The passer-by threw the cardboard box into the trash-can with great force.	1436
1586864104	0	Maze	92	0	filler	65	9	with	born	1	yes	1072	The passer-by threw the cardboard box into the trash-can with great force.	1072
1586864104	0	Maze	92	0	filler	65	10	great	agree	1	yes	1561	The passer-by threw the cardboard box into the trash-can with great force.	1561
1586864104	0	Maze	92	0	filler	65	11	force.	agree.	0	yes	1223	The passer-by threw the cardboard box into the trash-can with great force.	1223
1586864104	0	Maze	21	0	critical_g	7	0	The	x-x-x	0	yes	2304	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	2304
1586864104	0	Maze	21	0	critical_g	7	1	assurance	realizes	0	yes	10906	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	10906
1586864104	0	Maze	21	0	critical_g	7	2	that	slow	1	yes	1784	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	1784
1586864104	0	Maze	21	0	critical_g	7	3	the	hear	1	yes	1153	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	1153
1586864104	0	Maze	21	0	critical_g	7	4	mobster	hairpin	1	no	4338	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586864104	0	Maze	21	0	critical_g	7	5	who	oh	0	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586864104	0	Maze	21	0	critical_g	7	6	the	cent	1	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586864104	0	Maze	21	0	critical_g	7	7	media	which	0	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586864104	0	Maze	21	0	critical_g	7	8	portrayed	footsteps	0	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586864104	0	Maze	21	0	critical_g	7	9	had	trip	0	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586864104	0	Maze	21	0	critical_g	7	10	disappeared	importantly	1	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586864104	0	Maze	21	0	critical_g	7	11	turned	summer	0	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586864104	0	Maze	21	0	critical_g	7	12	out	week	0	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586864104	0	Maze	21	0	critical_g	7	13	to	cup	0	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586864104	0	Maze	21	0	critical_g	7	14	be	sick	1	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586864104	0	Maze	21	0	critical_g	7	15	true.	rate.	1	no	None	The assurance that the mobster who the media portrayed had disappeared turned out to be true.	None
1586864104	0	Maze	85	0	filler	58	0	During	x-x-x	0	yes	1508	During the party everybody was dancing to rock music.	1508
1586864104	0	Maze	85	0	filler	58	1	the	buy	0	yes	1144	During the party everybody was dancing to rock music.	1144
1586864104	0	Maze	85	0	filler	58	2	party	comes	0	yes	1551	During the party everybody was dancing to rock music.	1551
1586864104	0	Maze	85	0	filler	58	3	everybody	otherwise	1	yes	1000	During the party everybody was dancing to rock music.	1000
1586864104	0	Maze	85	0	filler	58	4	was	few	0	yes	938	During the party everybody was dancing to rock music.	938
1586864104	0	Maze	85	0	filler	58	5	dancing	monster	1	yes	1255	During the party everybody was dancing to rock music.	1255
1586864104	0	Maze	85	0	filler	58	6	to	pay	0	yes	979	During the party everybody was dancing to rock music.	979
1586864104	0	Maze	85	0	filler	58	7	rock	ago	1	yes	2613	During the party everybody was dancing to rock music.	2613
1586864104	0	Maze	85	0	filler	58	8	music.	agree.	0	yes	1674	During the party everybody was dancing to rock music.	1674
1586864104	0	Maze	8	0	critical_u	0	0	The	x-x-x	0	yes	938	The announcement that the principal who the teacher liked was quoted in the newspaper.	938
1586864104	0	Maze	8	0	critical_u	0	1	announcement	imposes	1	yes	2438	The announcement that the principal who the teacher liked was quoted in the newspaper.	2438
1586864104	0	Maze	8	0	critical_u	0	2	that	soul	0	yes	1817	The announcement that the principal who the teacher liked was quoted in the newspaper.	1817
1586864104	0	Maze	8	0	critical_u	0	3	the	ago	0	yes	1520	The announcement that the principal who the teacher liked was quoted in the newspaper.	1520
1586864104	0	Maze	8	0	critical_u	0	4	principal	involving	0	yes	1163	The announcement that the principal who the teacher liked was quoted in the newspaper.	1163
1586864104	0	Maze	8	0	critical_u	0	5	who	glad	1	yes	950	The announcement that the principal who the teacher liked was quoted in the newspaper.	950
1586864104	0	Maze	8	0	critical_u	0	6	the	holy	1	yes	1787	The announcement that the principal who the teacher liked was quoted in the newspaper.	1787
1586864104	0	Maze	8	0	critical_u	0	7	teacher	instead	0	yes	8009	The announcement that the principal who the teacher liked was quoted in the newspaper.	8009
1586864104	0	Maze	8	0	critical_u	0	8	liked	chest	0	yes	2570	The announcement that the principal who the teacher liked was quoted in the newspaper.	2570
1586864104	0	Maze	8	0	critical_u	0	9	was	lake	1	yes	4058	The announcement that the principal who the teacher liked was quoted in the newspaper.	4058
1586864104	0	Maze	8	0	critical_u	0	10	quoted	brooks	0	yes	1746	The announcement that the principal who the teacher liked was quoted in the newspaper.	1746
1586864104	0	Maze	8	0	critical_u	0	11	in	let	0	yes	898	The announcement that the principal who the teacher liked was quoted in the newspaper.	898
1586864104	0	Maze	8	0	critical_u	0	12	the	camp	0	yes	663	The announcement that the principal who the teacher liked was quoted in the newspaper.	663
1586864104	0	Maze	8	0	critical_u	0	13	newspaper.	involving.	0	yes	1621	The announcement that the principal who the teacher liked was quoted in the newspaper.	1621
1586864104	0	Maze	28	0	critical_u	10	0	The	x-x-x	0	yes	896	The assertion that the violinist who the sponsors backed is likely true.	896
1586864104	0	Maze	28	0	critical_u	10	1	assertion	reappears	1	yes	11213	The assertion that the violinist who the sponsors backed is likely true.	11213
1586864104	0	Maze	28	0	critical_u	10	2	that	slow	1	yes	863	The assertion that the violinist who the sponsors backed is likely true.	863
1586864104	0	Maze	28	0	critical_u	10	3	the	hear	1	yes	1104	The assertion that the violinist who the sponsors backed is likely true.	1104
1586864104	0	Maze	28	0	critical_u	10	4	violinist	isolating	1	yes	2366	The assertion that the violinist who the sponsors backed is likely true.	2366
1586864104	0	Maze	28	0	critical_u	10	5	who	dad	0	no	2010	The assertion that the violinist who the sponsors backed is likely true.	None
1586864104	0	Maze	28	0	critical_u	10	6	the	port	0	no	None	The assertion that the violinist who the sponsors backed is likely true.	None
1586864104	0	Maze	28	0	critical_u	10	7	sponsors	factions	0	no	None	The assertion that the violinist who the sponsors backed is likely true.	None
1586864104	0	Maze	28	0	critical_u	10	8	backed	victor	0	no	None	The assertion that the violinist who the sponsors backed is likely true.	None
1586864104	0	Maze	28	0	critical_u	10	9	is	sir	1	no	None	The assertion that the violinist who the sponsors backed is likely true.	None
1586864104	0	Maze	28	0	critical_u	10	10	likely	finish	0	no	None	The assertion that the violinist who the sponsors backed is likely true.	None
1586864104	0	Maze	28	0	critical_u	10	11	true.	year.	0	no	None	The assertion that the violinist who the sponsors backed is likely true.	None
1586864104	0	Maze	61	0	filler	34	0	The	x-x-x	0	yes	705	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	705
1586864104	0	Maze	61	0	filler	34	1	engineer	succumbing	1	yes	2223	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	2223
1586864104	0	Maze	61	0	filler	34	2	who	oh	1	yes	979	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	979
1586864104	0	Maze	61	0	filler	34	3	the	ha	1	yes	1203	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	1203
1586864104	0	Maze	61	0	filler	34	4	lawyer	defend	0	yes	2571	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	2571
1586864104	0	Maze	61	0	filler	34	5	who	feet	1	no	5488	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	6	was	mine	1	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	7	by	ones	0	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	8	the	ha	1	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	9	elevator	shouting	1	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	10	scolded	rescind	1	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	11	blamed	ounces	0	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	12	the	sort	1	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	13	secretary	including	1	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	14	but	ass	1	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	15	nobody	happen	0	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	16	listened	infantry	1	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	17	to	laws	0	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	18	his	far	1	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	61	0	filler	34	19	complaints.	protecting.	0	no	None	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	None
1586864104	0	Maze	99	0	filler	72	0	Dinosaurs	x-x-x	0	yes	2827	Dinosaurs ate other reptiles during the stone age.	2827
1586864104	0	Maze	99	0	filler	72	1	ate	earl	1	yes	1632	Dinosaurs ate other reptiles during the stone age.	1632
1586864104	0	Maze	99	0	filler	72	2	other	write	1	yes	2121	Dinosaurs ate other reptiles during the stone age.	2121
